,data_name,n_sample,n_itr,type,MSE,Corr,MAE,R2
Torque6_n5_itr10_AffineTrans,Torque6,5,10,Proposed method,2.4545900775502423,0.44320110077178354,1.223260486747358,0.16430714427789972
Torque6_n5_itr10_AffineTrans2,Torque6,5,10,Proposed method 2,2.4589748609240987,0.4422539442628793,1.223537262155672,0.1628142953607078
Torque6_n5_itr10_AffineTrans3,Torque6,5,10,Proposed method 3,2.428674589288627,0.43298552074992874,1.2523469350896768,0.173130364330348
Torque6_n5_itr11_WOTL,Torque6,5,11,Without transfer,3.668235316047524,0.39531411511815473,1.4831639866436614,-0.24889205524203017
Torque6_n5_itr11_ONLY,Torque6,5,11,Using only source features,4.786425924443382,0.2923078026458262,1.7194194895160795,-0.629592650147307
Torque6_n5_itr11_WITH,Torque6,5,11,With source features,3.87704137268587,0.4368280501191165,1.521820421416677,-0.31998243051899866
Torque6_n5_itr11_RES,Torque6,5,11,Leraning the residuals,3.655866283954553,0.39559705908605924,1.4805947832025037,-0.24468087886401357
Torque6_n5_itr11_RATE,Torque6,5,11,Learning the rates,3.6450594030035086,0.39491558617360684,1.478374964690277,-0.24100155444808502
Torque6_n5_itr11_AffineTrans,Torque6,5,11,Proposed method,4.061439495356428,0.45759044076901323,1.5582530930831202,-0.38276284959335194
Torque6_n5_itr11_AffineTrans2,Torque6,5,11,Proposed method 2,5.791118240667388,0.4432075600969396,1.949760265673083,-0.9716514723296461
Torque6_n5_itr11_AffineTrans3,Torque6,5,11,Proposed method 3,3.610119013160962,0.41164126130746953,1.468942322839296,-0.2291057049395988
Torque6_n5_itr12_WOTL,Torque6,5,12,Without transfer,4.985111708570763,0.21168473815549294,1.78926933542351,-0.6972374645900143
Torque6_n5_itr12_ONLY,Torque6,5,12,Using only source features,5.709268998409343,0.16600656970499092,1.748593279202572,-0.9437849753422625
Torque6_n5_itr12_WITH,Torque6,5,12,With source features,4.90894589853881,0.23182310614453666,1.759611643978423,-0.6713059561576504
Torque6_n5_itr12_RES,Torque6,5,12,Leraning the residuals,5.709002943604434,0.16604871632594465,1.7485431700791216,-0.9436943939854292
Torque6_n5_itr12_RATE,Torque6,5,12,Learning the rates,5.710921119723577,0.16595744044937202,1.7487769143610945,-0.9443474586634972
Torque6_n5_itr12_AffineTrans,Torque6,5,12,Proposed method,5.363830495313748,0.19553296249560304,1.69730944647954,-0.826176543788413
Torque6_n5_itr12_AffineTrans2,Torque6,5,12,Proposed method 2,4.877192478399902,0.20687049269651175,1.7803245517953645,-0.6604951464026829
Torque6_n5_itr12_AffineTrans3,Torque6,5,12,Proposed method 3,5.706553878334246,0.16568721959054236,1.7485922345449099,-0.9428605821126395
Torque6_n5_itr13_WOTL,Torque6,5,13,Without transfer,3.3252309946394036,0.3361167960011774,1.4934825189256755,-0.13211236827749429
Torque6_n5_itr13_ONLY,Torque6,5,13,Using only source features,4.793392207396914,0.1413776342340419,1.6599013597057932,-0.6319643996905204
Torque6_n5_itr13_WITH,Torque6,5,13,With source features,3.6617119581482678,0.29584981492852835,1.5407770999822503,-0.24667110452541707
Torque6_n5_itr13_RES,Torque6,5,13,Leraning the residuals,4.793608664695999,0.14136280640377671,1.6599373638534598,-0.6320380950175197
Torque6_n5_itr13_RATE,Torque6,5,13,Learning the rates,4.7938487898322135,0.14137762119883268,1.6599584068234314,-0.6321198483264119
Torque6_n5_itr13_AffineTrans,Torque6,5,13,Proposed method,4.626582709291043,0.1550753576604575,1.63170417000983,-0.5751722260772414
Torque6_n5_itr13_AffineTrans2,Torque6,5,13,Proposed method 2,2.4919168997678263,0.42533930120832497,1.2183179998654228,0.1515988069716656
Torque6_n5_itr13_AffineTrans3,Torque6,5,13,Proposed method 3,4.112265795240851,0.22541727659545882,1.5732949501775368,-0.40006723621361906
Torque6_n5_itr14_WOTL,Torque6,5,14,Without transfer,3.6971468805549845,-0.12070286301322712,1.490911075120606,-0.2587353232188758
Torque6_n5_itr14_ONLY,Torque6,5,14,Using only source features,4.120626368526633,-0.3343014672421204,1.5724789650085877,-0.4029136876144337
Torque6_n5_itr14_WITH,Torque6,5,14,With source features,3.720570863390802,-0.17070280419579512,1.4946936429309607,-0.2667102821692462
Torque6_n5_itr14_RES,Torque6,5,14,Leraning the residuals,4.120567904714946,-0.334269805938853,1.572460299368401,-0.4028937829508439
Torque6_n5_itr14_RATE,Torque6,5,14,Learning the rates,4.076672045387813,-0.33427758215092324,1.5653960568474856,-0.38794894292603654
Torque6_n5_itr14_AffineTrans,Torque6,5,14,Proposed method,4.090711372556096,-0.32958742387005907,1.5658050222065014,-0.3927287900870702
Torque6_n5_itr14_AffineTrans2,Torque6,5,14,Proposed method 2,3.032395439506275,0.05609278314098003,1.3912642704756297,-0.03241320320533303
Torque6_n5_itr14_AffineTrans3,Torque6,5,14,Proposed method 3,4.0938498996741055,-0.3336175190502081,1.5671013287223037,-0.39379733701635145
Torque6_n5_itr15_WOTL,Torque6,5,15,Without transfer,2.9725864354490725,0.40949265575930527,1.4295593447162833,-0.012050553712207979
Torque6_n5_itr15_ONLY,Torque6,5,15,Using only source features,3.8607263597850308,0.03392441290391521,1.5440437325327154,-0.3144278005027914
Torque6_n5_itr15_WITH,Torque6,5,15,With source features,2.973057556749601,0.35653260309777773,1.4296602901533935,-0.012210952268623121
Torque6_n5_itr15_RES,Torque6,5,15,Leraning the residuals,3.860726359785013,0.03392441290391218,1.544043732532711,-0.3144278005027854
Torque6_n5_itr15_RATE,Torque6,5,15,Learning the rates,3.8607263597849473,0.03392441290391528,1.5440437325327048,-0.314427800502763
Torque6_n5_itr15_AffineTrans,Torque6,5,15,Proposed method,3.861218611544972,0.03244794443319257,1.5455988752001002,-0.31459539316225915
Torque6_n5_itr15_AffineTrans2,Torque6,5,15,Proposed method 2,3.215425109894449,0.20383903128631278,1.4070059314848296,-0.09472771727736218
Torque6_n5_itr15_AffineTrans3,Torque6,5,15,Proposed method 3,3.8367614284128955,0.048419981803334296,1.5319670343836505,-0.3062686695266117
Torque6_n5_itr16_WOTL,Torque6,5,16,Without transfer,3.3434705582729487,0.21940976096958584,1.498435401471206,-0.1383222332808005
Torque6_n5_itr16_ONLY,Torque6,5,16,Using only source features,6.447329171656193,0.08628093501900877,1.8968172883812353,-1.1950658794396931
Torque6_n5_itr16_WITH,Torque6,5,16,With source features,3.886489963440981,0.048704232402036085,1.616234510751403,-0.323199309729465
Torque6_n5_itr16_RES,Torque6,5,16,Leraning the residuals,6.4473291716561585,0.0862809350190074,1.89681728838123,-1.1950658794396816
Torque6_n5_itr16_RATE,Torque6,5,16,Learning the rates,6.4473291716561825,0.08628093501901186,1.8968172883812349,-1.1950658794396896
Torque6_n5_itr16_AffineTrans,Torque6,5,16,Proposed method,3.285738076226775,0.330286562170213,1.3987259911717194,-0.1186665591092324
Torque6_n5_itr16_AffineTrans2,Torque6,5,16,Proposed method 2,3.1650910823352296,0.18036479783180717,1.4614881402633157,-0.07759093031823805
Torque6_n5_itr16_AffineTrans3,Torque6,5,16,Proposed method 3,3.76515199573087,0.27120723408058517,1.4886013455057852,-0.2818884311144987
Torque6_n5_itr17_WOTL,Torque6,5,17,Without transfer,3.824370018375596,0.06921141680237511,1.5286685286889223,-0.3020498743252438
Torque6_n5_itr17_ONLY,Torque6,5,17,Using only source features,4.8065157356303745,-0.18029553392183686,1.7145872916111147,-0.6364324527829195
Torque6_n5_itr17_WITH,Torque6,5,17,With source features,3.811539726920124,0.13859329798855557,1.531935668638997,-0.2976816569987597
Torque6_n5_itr17_RES,Torque6,5,17,Leraning the residuals,4.802003236581408,-0.1794638635225311,1.7137986569814796,-0.6348961216247497
Torque6_n5_itr17_RATE,Torque6,5,17,Learning the rates,4.520203316290691,-0.18705891016046503,1.6567766742639285,-0.5389541628089445
Torque6_n5_itr17_AffineTrans,Torque6,5,17,Proposed method,3.3672311996739985,0.23589156114991824,1.4408639647948296,-0.14641181143392745
Torque6_n5_itr17_AffineTrans2,Torque6,5,17,Proposed method 2,3.292764002690049,0.24135668107827102,1.4283778020172033,-0.12105861495753412
Torque6_n5_itr17_AffineTrans3,Torque6,5,17,Proposed method 3,3.8234164282800283,0.06860856798773313,1.5283995281523182,-0.30172521383001794
Torque6_n5_itr18_WOTL,Torque6,5,18,Without transfer,4.01460039106854,0.3829716265125658,1.609363315283889,-0.36681594865057754
Torque6_n5_itr18_ONLY,Torque6,5,18,Using only source features,2.965582801987161,0.3235721217010893,1.3597091409004265,-0.009666087767467912
Torque6_n5_itr18_WITH,Torque6,5,18,With source features,3.7503507758520467,0.4118146893977605,1.5472577537527672,-0.2768491889934479
Torque6_n5_itr18_RES,Torque6,5,18,Leraning the residuals,2.9655828019871784,0.32357212170108907,1.3597091409004316,-0.009666087767473686
Torque6_n5_itr18_RATE,Torque6,5,18,Learning the rates,2.9655828019871664,0.32357212170108796,1.3597091409004276,-0.009666087767469689
Torque6_n5_itr18_AffineTrans,Torque6,5,18,Proposed method,3.551269068914938,0.22682029659209707,1.5192283216339866,-0.20906957816802407
Torque6_n5_itr18_AffineTrans2,Torque6,5,18,Proposed method 2,4.069668995758996,0.37520072329579773,1.621000432447181,-0.38556467575385334
Torque6_n5_itr18_AffineTrans3,Torque6,5,18,Proposed method 3,4.050305722525876,0.3779237817757481,1.6169147160723816,-0.3789722311528947
Torque6_n5_itr19_WOTL,Torque6,5,19,Without transfer,2.9567983153102144,0.3160319713492355,1.3020384280544686,-0.006675310275025215
Torque6_n5_itr19_ONLY,Torque6,5,19,Using only source features,3.8488945007801054,0.38040452129311725,1.4654118164635308,-0.31039951075666994
Torque6_n5_itr19_WITH,Torque6,5,19,With source features,2.878558641014596,0.3545040430950411,1.2828139876806142,0.019962268618851864
Torque6_n5_itr19_RES,Torque6,5,19,Leraning the residuals,3.8488945007800957,0.38040452129311714,1.4654118164635292,-0.3103995107566666
Torque6_n5_itr19_RATE,Torque6,5,19,Learning the rates,3.102607010376868,0.3805819529777629,1.3243096050691725,-0.056317523809505055
Torque6_n5_itr19_AffineTrans,Torque6,5,19,Proposed method,2.886778558538886,0.33141649442059684,1.2896043301018034,0.01716370505726128
Torque6_n5_itr19_AffineTrans2,Torque6,5,19,Proposed method 2,4.1284089300279225,0.19395945230018055,1.5179875821068418,-0.4055633483888865
Torque6_n5_itr19_AffineTrans3,Torque6,5,19,Proposed method 3,2.9334478916327944,0.31988273786426663,1.2980069153688358,0.0012746046308395043
Torque7_n5_itr0_WOTL,Torque7,5,0,Without transfer,9.532529873124172,0.30722537009514245,2.3049260463684274,-0.4168809981669632
Torque7_n5_itr0_ONLY,Torque7,5,0,Using only source features,5.762416731548325,0.7434302208686517,1.7785042809337546,0.14349507642567383
Torque7_n5_itr0_WITH,Torque7,5,0,With source features,8.21913463921577,0.46270046420934285,2.121591501026819,-0.22166264849732076
Torque7_n5_itr0_RES,Torque7,5,0,Leraning the residuals,5.762416731548344,0.7434302208686518,1.7785042809337581,0.14349507642567105
Torque7_n5_itr0_RATE,Torque7,5,0,Learning the rates,5.76241673154836,0.7434302208686516,1.7785042809337608,0.1434950764256686
Torque7_n5_itr0_AffineTrans,Torque7,5,0,Proposed method,6.692376023344998,0.6529899915490257,1.8661563353995136,0.005269267836240932
Torque7_n5_itr0_AffineTrans2,Torque7,5,0,Proposed method 2,11.036220768052807,0.2096238766357964,2.5155367380726297,-0.6403842113221503
Torque7_n5_itr0_AffineTrans3,Torque7,5,0,Proposed method 3,6.6121603394305195,0.6586247664535535,1.8556474745987923,0.01719223894738653
Torque7_n5_itr1_WOTL,Torque7,5,1,Without transfer,9.446907799839815,0.26793167268359197,2.420232063290167,-0.4041544407603821
Torque7_n5_itr1_ONLY,Torque7,5,1,Using only source features,6.7134316751224,0.443054609289174,1.9168702144483625,0.0021396313908800257
Torque7_n5_itr1_WITH,Torque7,5,1,With source features,9.636743084897756,0.25911881129573716,2.4275663069283233,-0.4323708756166258
Torque7_n5_itr1_RES,Torque7,5,1,Leraning the residuals,6.713431675122481,0.4430546092891741,1.9168702144483736,0.0021396313908678133
Torque7_n5_itr1_RATE,Torque7,5,1,Learning the rates,6.713431675122461,0.44305460928917423,1.9168702144483702,0.002139631390870922
Torque7_n5_itr1_AffineTrans,Torque7,5,1,Proposed method,5.588921222789942,0.5180599066371468,1.7832138184349988,0.1692828256275022
Torque7_n5_itr1_AffineTrans2,Torque7,5,1,Proposed method 2,6.986548640350465,0.3391101685253588,2.100100545056927,-0.038455493246463135
Torque7_n5_itr1_AffineTrans3,Torque7,5,1,Proposed method 3,7.177283771744981,0.4191015522864037,1.9668680470604096,-0.06680567802980208
Torque7_n5_itr2_WOTL,Torque7,5,2,Without transfer,8.00985779635421,0.5133555989595151,2.103772933506909,-0.1905564903259287
Torque7_n5_itr2_ONLY,Torque7,5,2,Using only source features,5.574551966611686,0.7493452084789191,1.672647580808647,0.17141862024946974
Torque7_n5_itr2_WITH,Torque7,5,2,With source features,8.071536186576378,0.5384997892414022,2.0898045118036177,-0.1997241446911886
Torque7_n5_itr2_RES,Torque7,5,2,Leraning the residuals,5.574551966611685,0.7493452084789191,1.6726475808086465,0.17141862024946986
Torque7_n5_itr2_RATE,Torque7,5,2,Learning the rates,5.57455196661168,0.7493452084789193,1.6726475808086454,0.17141862024947052
Torque7_n5_itr2_AffineTrans,Torque7,5,2,Proposed method,7.473035331283373,0.586294113274335,1.9183144871851474,-0.11076512745881884
Torque7_n5_itr2_AffineTrans2,Torque7,5,2,Proposed method 2,10.05876295656118,0.304253708824777,2.3723381565994006,-0.4950983933865538
Torque7_n5_itr2_AffineTrans3,Torque7,5,2,Proposed method 3,7.072091573296305,0.6276856516027663,1.8691424128348022,-0.05117028751741026
Torque7_n5_itr3_WOTL,Torque7,5,3,Without transfer,5.820557858143365,0.4598242887460676,1.923244418982979,0.1348531882196068
Torque7_n5_itr3_ONLY,Torque7,5,3,Using only source features,5.426436625584422,0.5010890386513874,1.7951714168012824,0.19343395248883988
Torque7_n5_itr3_WITH,Torque7,5,3,With source features,5.669164958287074,0.49531547257854275,1.8711140754110867,0.15735568502987607
Torque7_n5_itr3_RES,Torque7,5,3,Leraning the residuals,5.426436625584423,0.5010890386513875,1.7951714168012824,0.19343395248883977
Torque7_n5_itr3_RATE,Torque7,5,3,Learning the rates,5.426436625584423,0.5010890386513875,1.7951714168012824,0.19343395248883977
Torque7_n5_itr3_AffineTrans,Torque7,5,3,Proposed method,5.204219702678654,0.5337460306615532,1.7387209543992757,0.22646347767543407
Torque7_n5_itr3_AffineTrans2,Torque7,5,3,Proposed method 2,6.423852336033731,0.39308760142334165,1.8765646991982643,0.04518166414372493
Torque7_n5_itr3_AffineTrans3,Torque7,5,3,Proposed method 3,5.306999133590878,0.5153576032421094,1.7752488632753052,0.2111867122626636
Torque7_n5_itr4_WOTL,Torque7,5,4,Without transfer,6.801995739170877,0.5843544884739027,2.166033191693911,-0.011024212954839685
Torque7_n5_itr4_ONLY,Torque7,5,4,Using only source features,4.659781863068296,0.583397487098682,1.6258538920197574,0.30738676245861307
Torque7_n5_itr4_WITH,Torque7,5,4,With source features,7.004114846580499,0.5946810056992236,2.1988407919614645,-0.04106647104023753
Torque7_n5_itr4_RES,Torque7,5,4,Leraning the residuals,4.659757771213874,0.5834011530292311,1.625848017668054,0.3073903433853131
Torque7_n5_itr4_RATE,Torque7,5,4,Learning the rates,4.659176739411386,0.5833979718818959,1.6257900237940486,0.30747670586528786
Torque7_n5_itr4_AffineTrans,Torque7,5,4,Proposed method,7.855333493761563,0.49311787540536833,2.142829875249464,-0.1675885530613621
Torque7_n5_itr4_AffineTrans2,Torque7,5,4,Proposed method 2,7.861032118013744,0.49011340520353835,2.1413544025612983,-0.16843557609995496
Torque7_n5_itr4_AffineTrans3,Torque7,5,4,Proposed method 3,6.619838951233193,0.6133823792108822,2.125833937922808,0.016050917671679654
Torque7_n5_itr5_WOTL,Torque7,5,5,Without transfer,7.732770985193253,-0.04792049996631235,2.21540902104111,-0.14937130204935967
Torque7_n5_itr5_ONLY,Torque7,5,5,Using only source features,4.624057575091973,0.7195071110002582,1.6717492332441886,0.31269669229679864
Torque7_n5_itr5_WITH,Torque7,5,5,With source features,7.053899069932684,0.13655080589300123,2.097743653899938,-0.04846621916744609
Torque7_n5_itr5_RES,Torque7,5,5,Leraning the residuals,4.624059049957094,0.7195070129074718,1.6717495048269013,0.31269647307814485
Torque7_n5_itr5_RATE,Torque7,5,5,Learning the rates,5.886995036846744,0.6642755244085662,1.8813841973773142,0.12497820462873044
Torque7_n5_itr5_AffineTrans,Torque7,5,5,Proposed method,4.295761326644336,0.7352634597737476,1.6188930117171287,0.3614934673802327
Torque7_n5_itr5_AffineTrans2,Torque7,5,5,Proposed method 2,6.75316379765499,0.13236592624372637,2.0695028224481042,-0.003766008579049407
Torque7_n5_itr5_AffineTrans3,Torque7,5,5,Proposed method 3,4.621663193509341,0.719607279611662,1.6707694165905873,0.3130525845742891
Torque7_n5_itr6_WOTL,Torque7,5,6,Without transfer,4.808791987700811,0.6175969687419325,1.7082135736082118,0.2852384327983456
Torque7_n5_itr6_ONLY,Torque7,5,6,Using only source features,1.9077527241088044,0.8490929573913659,1.042500689012339,0.7164384880018078
Torque7_n5_itr6_WITH,Torque7,5,6,With source features,3.7007646547787485,0.7279475124073418,1.477603696377193,0.449931635375466
Torque7_n5_itr6_RES,Torque7,5,6,Leraning the residuals,1.907752724108799,0.8490929573913659,1.0425006890123385,0.7164384880018085
Torque7_n5_itr6_RATE,Torque7,5,6,Learning the rates,1.8909307108518334,0.8491586007565993,1.0506522713650355,0.7189388516253107
Torque7_n5_itr6_AffineTrans,Torque7,5,6,Proposed method,1.8158342610292848,0.854636780048372,0.9923408145316177,0.7301009181700333
Torque7_n5_itr6_AffineTrans2,Torque7,5,6,Proposed method 2,4.124863475321257,0.6399929804934716,1.552528178356258,0.3868951101120245
Torque7_n5_itr6_AffineTrans3,Torque7,5,6,Proposed method 3,1.8309487523516101,0.8541690182125378,1.0184999049505614,0.7278543544732397
Torque7_n5_itr7_WOTL,Torque7,5,7,Without transfer,6.001225927197624,0.4175622032364989,1.948955142481704,0.10799933542023454
Torque7_n5_itr7_ONLY,Torque7,5,7,Using only source features,2.8009258956150727,0.7729012084399802,1.314491771483964,0.583680436191476
Torque7_n5_itr7_WITH,Torque7,5,7,With source features,4.797312150164291,0.5586887935641988,1.7056531212084678,0.2869447546125996
Torque7_n5_itr7_RES,Torque7,5,7,Leraning the residuals,2.8009258956151304,0.7729012084399819,1.3144917714839803,0.5836804361914674
Torque7_n5_itr7_RATE,Torque7,5,7,Learning the rates,3.4409543675063308,0.7618026236183978,1.4459861386124464,0.48854890320092115
Torque7_n5_itr7_AffineTrans,Torque7,5,7,Proposed method,4.040993689898557,0.6942866299452444,1.5462708445204765,0.399361213745311
Torque7_n5_itr7_AffineTrans2,Torque7,5,7,Proposed method 2,7.5597739501017305,0.5273364571232896,2.1985434080502535,-0.1236576441827868
Torque7_n5_itr7_AffineTrans3,Torque7,5,7,Proposed method 3,3.330262521639273,0.7415368356657511,1.4289052349548663,0.5050017415500823
Torque7_n5_itr8_WOTL,Torque7,5,8,Without transfer,5.429794218550451,0.6256282945050479,1.8230607005697748,0.19293489193131075
Torque7_n5_itr8_ONLY,Torque7,5,8,Using only source features,4.218786701055068,0.7312090212325925,1.5197017780048887,0.3729346992242518
Torque7_n5_itr8_WITH,Torque7,5,8,With source features,4.96389329605284,0.6912780584346124,1.7253504292776143,0.26218473147038956
Torque7_n5_itr8_RES,Torque7,5,8,Leraning the residuals,4.21856058820715,0.7312118108640776,1.5196370294003254,0.37296830782573753
Torque7_n5_itr8_RATE,Torque7,5,8,Learning the rates,4.2185826970965765,0.7312129471903983,1.519645911286566,0.37296502163983125
Torque7_n5_itr8_AffineTrans,Torque7,5,8,Proposed method,4.225768116671432,0.7305619096916343,1.5213094697002103,0.37189700668525205
Torque7_n5_itr8_AffineTrans2,Torque7,5,8,Proposed method 2,5.7616049361175605,0.5306140042167133,1.8931771823705388,0.1436157387824205
Torque7_n5_itr8_AffineTrans3,Torque7,5,8,Proposed method 3,4.221417244415015,0.7312845646444059,1.5205790473975682,0.37254370470850706
Torque7_n5_itr9_WOTL,Torque7,5,9,Without transfer,7.519709271761368,0.5879739811573111,2.3064996821600072,-0.1177025743121769
Torque7_n5_itr9_ONLY,Torque7,5,9,Using only source features,8.531558628605076,0.5387316268589439,2.4638829688193966,-0.26810022800968825
Torque7_n5_itr9_WITH,Torque7,5,9,With source features,7.719516221085954,0.5362348560906478,2.32980551031269,-0.1474011615254085
Torque7_n5_itr9_RES,Torque7,5,9,Leraning the residuals,8.531558628605085,0.5387316268589442,2.4638829688193975,-0.2681002280096898
Torque7_n5_itr9_RATE,Torque7,5,9,Learning the rates,8.531558628605103,0.5387316268589439,2.4638829688194006,-0.26810022800969224
Torque7_n5_itr9_AffineTrans,Torque7,5,9,Proposed method,5.968119953559945,0.5603266796016511,2.039833691357367,0.11292008842047352
Torque7_n5_itr9_AffineTrans2,Torque7,5,9,Proposed method 2,10.582621400032771,0.2571623322893332,2.7646665649617863,-0.572962830651722
Torque7_n5_itr9_AffineTrans3,Torque7,5,9,Proposed method 3,8.090212377086985,0.5452815075099561,2.4009598973927893,-0.20250010656120931
Torque7_n5_itr10_WOTL,Torque7,5,10,Without transfer,5.437812386728705,0.5391789803092469,1.7083059195490649,0.1917431002156712
Torque7_n5_itr10_ONLY,Torque7,5,10,Using only source features,4.973825119800788,0.6409222403283216,1.6143035934816259,0.26070850086498787
Torque7_n5_itr10_WITH,Torque7,5,10,With source features,4.929108878323041,0.6614156187237851,1.5683595050781627,0.26735496237127643
Torque7_n5_itr10_RES,Torque7,5,10,Leraning the residuals,4.911934072871709,0.6417367487545883,1.6077035313803336,0.2699077637592705
Torque7_n5_itr10_RATE,Torque7,5,10,Learning the rates,4.417696880513711,0.6407970488631539,1.56142056792926,0.3433694046625716
Torque7_n5_itr10_AffineTrans,Torque7,5,10,Proposed method,5.067394782505818,0.6278509586377492,1.6121745601237614,0.24680064231576548
Torque7_n5_itr10_AffineTrans2,Torque7,5,10,Proposed method 2,4.889848176378215,0.6614356149780681,1.6158586289338528,0.273190532078449
Torque7_n5_itr10_AffineTrans3,Torque7,5,10,Proposed method 3,4.9914922696214035,0.6346499128269081,1.6206902627846738,0.258082519178513
Torque7_n5_itr11_WOTL,Torque7,5,11,Without transfer,7.215212687987,0.5188363229004599,2.188292581961418,-0.07244329589406906
Torque7_n5_itr11_ONLY,Torque7,5,11,Using only source features,0.969988445536424,0.9254869922526118,0.6627126619741683,0.8558244017889828
Torque7_n5_itr11_WITH,Torque7,5,11,With source features,6.3847139575565395,0.6224951244098583,2.026138283710243,0.050999052130071165
Torque7_n5_itr11_RES,Torque7,5,11,Leraning the residuals,0.9699884455364224,0.9254869922526118,0.6627126619741663,0.855824401788983
Torque7_n5_itr11_RATE,Torque7,5,11,Learning the rates,0.9699884455364216,0.9254869922526114,0.6627126619741648,0.8558244017889831
Torque7_n5_itr11_AffineTrans,Torque7,5,11,Proposed method,0.8217383537142587,0.9386514945651856,0.6257414619135137,0.8778597629024635
Torque7_n5_itr11_AffineTrans2,Torque7,5,11,Proposed method 2,14.436272173264186,0.2653705191903486,3.093545471834319,-1.1457556387348413
Torque7_n5_itr11_AffineTrans3,Torque7,5,11,Proposed method 3,0.9731407698575504,0.9252075066458627,0.6632570119362823,0.8553558516254783
Torque7_n5_itr12_WOTL,Torque7,5,12,Without transfer,7.892538649107941,0.04390372724673772,2.1500576344735576,-0.17311859370595095
Torque7_n5_itr12_ONLY,Torque7,5,12,Using only source features,7.191894231385351,0.28120171274332617,2.02523172186817,-0.0689773242679419
Torque7_n5_itr12_WITH,Torque7,5,12,With source features,7.154126071107764,0.17496459509064727,2.0140060985019566,-0.06336360059277024
Torque7_n5_itr12_RES,Torque7,5,12,Leraning the residuals,7.875455155333414,0.04597028408456206,2.146761057014157,-0.17057936455759282
Torque7_n5_itr12_RATE,Torque7,5,12,Learning the rates,7.904842663367508,0.04693118525007321,2.1490442481219354,-0.17494741818776083
Torque7_n5_itr12_AffineTrans,Torque7,5,12,Proposed method,7.081722697504681,0.1166752706151242,2.0056453384159636,-0.052601823223404454
Torque7_n5_itr12_AffineTrans2,Torque7,5,12,Proposed method 2,7.091576785809928,0.11485733303617837,2.008537723515871,-0.054066499511839394
Torque7_n5_itr12_AffineTrans3,Torque7,5,12,Proposed method 3,7.891030735730761,0.0438856465513508,2.1497504783996644,-0.17289446287820165
Torque7_n5_itr13_WOTL,Torque7,5,13,Without transfer,6.445270298071792,0.44413016314288556,1.8966703065746608,0.04199817520268845
Torque7_n5_itr13_ONLY,Torque7,5,13,Using only source features,4.086376018943294,0.8183017427124173,1.535565347975863,0.39261574737574434
Torque7_n5_itr13_WITH,Torque7,5,13,With source features,6.088008662142544,0.5745661286699795,1.8378622087385523,0.09510026143368555
Torque7_n5_itr13_RES,Torque7,5,13,Leraning the residuals,4.086376018943258,0.8183017427124175,1.5355653479758529,0.39261574737574967
Torque7_n5_itr13_RATE,Torque7,5,13,Learning the rates,4.086376018943253,0.8183017427124174,1.5355653479758522,0.39261574737575045
Torque7_n5_itr13_AffineTrans,Torque7,5,13,Proposed method,5.608500908455244,0.7596929953458661,1.747872702885845,0.16637257148316809
Torque7_n5_itr13_AffineTrans2,Torque7,5,13,Proposed method 2,6.882730649221719,0.5848771438752137,1.9571694294927893,-0.02302435997376162
Torque7_n5_itr13_AffineTrans3,Torque7,5,13,Proposed method 3,4.928696830507463,0.801784649139323,1.6597053960108017,0.26741620767845076
Torque7_n5_itr14_WOTL,Torque7,5,14,Without transfer,10.066643005518904,0.5049520975144017,2.3962286243180153,-0.4962696555573971
Torque7_n5_itr14_ONLY,Torque7,5,14,Using only source features,12.989545351945457,0.24286434169050172,2.760538763756784,-0.9307193608581492
Torque7_n5_itr14_WITH,Torque7,5,14,With source features,11.259929011569268,0.434668998432683,2.558553013595926,-0.6736354010472863
Torque7_n5_itr14_RES,Torque7,5,14,Leraning the residuals,12.989545351945461,0.2428643416905019,2.760538763756785,-0.9307193608581501
Torque7_n5_itr14_RATE,Torque7,5,14,Learning the rates,12.989545351945461,0.24286434169050172,2.7605387637567844,-0.9307193608581501
Torque7_n5_itr14_AffineTrans,Torque7,5,14,Proposed method,11.653174377622125,0.35631596711299257,2.5892969676238393,-0.7320859796652894
Torque7_n5_itr14_AffineTrans2,Torque7,5,14,Proposed method 2,7.382982196380974,0.5482784928061379,1.9787360049964253,-0.09737995297032187
Torque7_n5_itr14_AffineTrans3,Torque7,5,14,Proposed method 3,12.261908419078713,0.3053677868145679,2.6687080122435294,-0.8225660209299852
Torque7_n5_itr15_WOTL,Torque7,5,15,Without transfer,10.206545106792257,0.4074278998190107,2.5770695773013714,-0.5170642013428466
Torque7_n5_itr15_ONLY,Torque7,5,15,Using only source features,9.230491049982124,0.4483480230794226,2.0732573379391788,-0.37198703246062514
Torque7_n5_itr15_WITH,Torque7,5,15,With source features,9.541943651960079,0.46744187471533605,2.43516907769779,-0.41828022843752843
Torque7_n5_itr15_RES,Torque7,5,15,Leraning the residuals,9.230491049982096,0.44834802307942195,2.073257337939174,-0.3719870324606209
Torque7_n5_itr15_RATE,Torque7,5,15,Learning the rates,9.230491049982103,0.4483480230794218,2.0732573379391757,-0.37198703246062204
Torque7_n5_itr15_AffineTrans,Torque7,5,15,Proposed method,5.428921598708561,0.6907930064071703,1.6238387439072268,0.19306459501003725
Torque7_n5_itr15_AffineTrans2,Torque7,5,15,Proposed method 2,17.97188567043055,0.06022220428430091,3.378758284621278,-1.6712765285378173
Torque7_n5_itr15_AffineTrans3,Torque7,5,15,Proposed method 3,6.484378266997272,0.6232575095276407,1.7589518250718514,0.03618530718287338
