,data_name,n_sample,n_itr,type,MSE,Corr,MAE,R2
Torque1_n40_itr2_RES,Torque1,40,2,Leraning the residuals,350.09873426705127,0.5404111674419222,13.53854503884246,0.15471345631852818
Torque1_n40_itr2_RATE,Torque1,40,2,Learning the rates,310.446866604667,0.5491179183960349,12.698814590963968,0.25044984975914375
Torque1_n40_itr2_AffineTrans,Torque1,40,2,Proposed method,156.77069360055995,0.8531610842184933,8.483846488498097,0.6214891835539098
Torque1_n40_itr2_AffineTrans2,Torque1,40,2,Proposed method 2,174.61279396391035,0.8048186944086927,9.109563266674275,0.5784108005950892
Torque1_n40_itr2_AffineTrans3,Torque1,40,2,Proposed method 3,155.56605678169768,0.8534685128098781,8.4603312686225,0.6243976867655519
Torque1_n40_itr3_WOTL,Torque1,40,3,Without transfer,156.74213073160158,0.8134710155385614,8.52324478997503,0.6215581464104308
Torque1_n40_itr3_ONLY,Torque1,40,3,Using only source features,538.8842517021079,0.41112454216621014,16.665425326658546,-0.3010946969553796
Torque1_n40_itr3_WITH,Torque1,40,3,With source features,123.80313649936375,0.8597965245588842,7.411729454520229,0.7010868217859723
Torque1_n40_itr3_RES,Torque1,40,3,Leraning the residuals,538.9995713275457,0.41119523158600746,16.66675973308566,-0.3013731273467637
Torque1_n40_itr3_RATE,Torque1,40,3,Learning the rates,470.0190772919322,0.41787301903836654,15.52256985286818,-0.13482501483537357
Torque1_n40_itr3_AffineTrans,Torque1,40,3,Proposed method,136.1111134654189,0.8471016252819983,7.827421019560731,0.6713701553400659
Torque1_n40_itr3_AffineTrans2,Torque1,40,3,Proposed method 2,144.07331882238125,0.8250506880134487,8.162913573516725,0.6521460211530083
Torque1_n40_itr3_AffineTrans3,Torque1,40,3,Proposed method 3,125.74109632713137,0.8611918790436646,7.580103249562852,0.6964077664102458
Torque1_n40_itr4_WOTL,Torque1,40,4,Without transfer,115.23610413032382,0.8524094828546538,7.398463297650989,0.7217712644075478
Torque1_n40_itr4_ONLY,Torque1,40,4,Using only source features,309.9497741202143,0.5240131275738572,12.798125661354593,0.25165004143922154
Torque1_n40_itr4_WITH,Torque1,40,4,With source features,94.73661879328816,0.8856958936014571,6.539676943645304,0.7712656995818673
Torque1_n40_itr4_RES,Torque1,40,4,Leraning the residuals,101.17733358609628,0.8737315334683584,6.950915038076046,0.7557150876739187
Torque1_n40_itr4_RATE,Torque1,40,4,Learning the rates,484.18061765509196,0.5243600747943457,16.542391215277053,-0.16901696794780596
Torque1_n40_itr4_AffineTrans,Torque1,40,4,Proposed method,99.74806856831508,0.8811710018742556,6.906551636903797,0.7591659384443862
Torque1_n40_itr4_AffineTrans2,Torque1,40,4,Proposed method 2,111.05822470606421,0.8588731942444258,7.244322773400071,0.7318584338623124
Torque1_n40_itr4_AffineTrans3,Torque1,40,4,Proposed method 3,101.63592071852277,0.8757001893085841,7.073186369769193,0.7546078642132081
Torque1_n40_itr5_WOTL,Torque1,40,5,Without transfer,142.33159837218477,0.816453351733809,8.307331499525652,0.6563512716018229
Torque1_n40_itr5_ONLY,Torque1,40,5,Using only source features,321.38133171091573,0.4772048078389429,13.054204547048991,0.22404942235966496
Torque1_n40_itr5_WITH,Torque1,40,5,With source features,156.99366098879912,0.7907897333339448,8.488678069745369,0.6209508458950979
Torque1_n40_itr5_RES,Torque1,40,5,Leraning the residuals,165.07646204329515,0.7817818241283064,8.818920842180246,0.6014355426452199
Torque1_n40_itr5_RATE,Torque1,40,5,Learning the rates,275.117806383665,0.59545621225754,11.953083780505576,0.3357491561626511
Torque1_n40_itr5_AffineTrans,Torque1,40,5,Proposed method,135.39137828519313,0.8305293706356573,7.9493763489603575,0.673107900733898
Torque1_n40_itr5_AffineTrans2,Torque1,40,5,Proposed method 2,140.6009752508345,0.8218122911254238,8.242903067851735,0.6605297284012284
Torque1_n40_itr5_AffineTrans3,Torque1,40,5,Proposed method 3,135.8094351489795,0.8251345927367949,8.055633894023742,0.6720985344984214
Torque1_n40_itr6_WOTL,Torque1,40,6,Without transfer,119.88955989754109,0.8484700223240098,7.771699634921769,0.7105358523462026
Torque1_n40_itr6_ONLY,Torque1,40,6,Using only source features,270.68499114951095,0.6054652809340892,11.910357268408681,0.3464518485785526
Torque1_n40_itr6_WITH,Torque1,40,6,With source features,87.65409272276321,0.8960625657580842,6.623675775767402,0.7883659155972766
Torque1_n40_itr6_RES,Torque1,40,6,Leraning the residuals,238.50751208256293,0.663206019925119,11.253973080757357,0.4241419039905673
Torque1_n40_itr6_RATE,Torque1,40,6,Learning the rates,263.6637621590359,0.6050632483628412,11.733432428932437,0.363404067495253
Torque1_n40_itr6_AffineTrans,Torque1,40,6,Proposed method,99.37508300756485,0.8823079547707798,7.008273542878855,0.7600664834753463
Torque1_n40_itr6_AffineTrans2,Torque1,40,6,Proposed method 2,121.79321518917857,0.843287663236453,7.897469966181219,0.7059396226420365
Torque1_n40_itr6_AffineTrans3,Torque1,40,6,Proposed method 3,100.26040431516714,0.8801874727282106,7.0060690015451135,0.7579289430763003
Torque1_n40_itr7_WOTL,Torque1,40,7,Without transfer,160.76944740038127,0.7976227647979252,9.0511655943959,0.6118344991816269
Torque1_n40_itr7_ONLY,Torque1,40,7,Using only source features,291.64173855734384,0.5928842892328136,12.367771464404074,0.2958533892032029
Torque1_n40_itr7_WITH,Torque1,40,7,With source features,125.88265033148248,0.8580114972416921,7.667264970906891,0.6960659951229754
Torque1_n40_itr7_RES,Torque1,40,7,Leraning the residuals,108.60851780094556,0.889819548989534,7.0903961312934785,0.7377730633087612
Torque1_n40_itr7_RATE,Torque1,40,7,Learning the rates,322.7318296691015,0.6132467462444238,13.20476494418474,0.2207887486136898
Torque1_n40_itr7_AffineTrans,Torque1,40,7,Proposed method,139.2941681713688,0.8409310567470932,8.26146255859646,0.663684913871329
Torque1_n40_itr7_AffineTrans2,Torque1,40,7,Proposed method 2,161.73915221353263,0.795833716150911,9.081773532378605,0.6094932212800772
Torque1_n40_itr7_AffineTrans3,Torque1,40,7,Proposed method 3,156.88581002354573,0.8052061219491489,8.90745076178291,0.6212112437792621
Torque1_n40_itr8_WOTL,Torque1,40,8,Without transfer,125.84934553219757,0.8432072091686422,7.882416466866945,0.6961464070065958
Torque1_n40_itr8_ONLY,Torque1,40,8,Using only source features,274.76041150966256,0.5965030700518483,12.14678434874583,0.3366120586761592
Torque1_n40_itr8_WITH,Torque1,40,8,With source features,101.05461206673304,0.8842870939981132,6.576198103057666,0.7560113893705104
Torque1_n40_itr8_RES,Torque1,40,8,Leraning the residuals,145.1576238842624,0.811305863953627,8.309211511408884,0.6495280497399649
Torque1_n40_itr8_RATE,Torque1,40,8,Learning the rates,414.0442337698999,0.48088388351756645,14.203372520032893,0.000321951956453681
Torque1_n40_itr8_AffineTrans,Torque1,40,8,Proposed method,119.94448642067582,0.8602268987834969,7.2665643488537075,0.7104032364685868
Torque1_n40_itr8_AffineTrans2,Torque1,40,8,Proposed method 2,131.50851362917888,0.8385833560653198,8.066329456241657,0.6824827796563726
Torque1_n40_itr8_AffineTrans3,Torque1,40,8,Proposed method 3,106.43364350155514,0.8722582516019094,6.923335563961412,0.7430241305064823
Torque1_n40_itr9_WOTL,Torque1,40,9,Without transfer,118.28024061863745,0.8563734500883732,7.4700062884346305,0.7144214303212054
Torque1_n40_itr9_ONLY,Torque1,40,9,Using only source features,268.2702840217976,0.597958092630613,11.546785871232554,0.35228197374670267
Torque1_n40_itr9_WITH,Torque1,40,9,With source features,99.18683310204219,0.8744893249087893,6.578439027552502,0.7605209984347356
Torque1_n40_itr9_RES,Torque1,40,9,Leraning the residuals,141.25747587940324,0.8151006953974533,8.162140758497532,0.6589446579827096
Torque1_n40_itr9_RATE,Torque1,40,9,Learning the rates,400.4710702648553,0.6135768028784746,14.894258972212745,0.0330933142694948
Torque1_n40_itr9_AffineTrans,Torque1,40,9,Proposed method,99.89353888984351,0.8740195297280788,6.8078986071425724,0.7588147115096461
Torque1_n40_itr9_AffineTrans2,Torque1,40,9,Proposed method 2,115.76290296408656,0.8550647266271,7.558579077973417,0.7204993490253371
Torque1_n40_itr9_AffineTrans3,Torque1,40,9,Proposed method 3,101.68764802179552,0.8712817537895949,6.841362261553813,0.7544829726065906
Torque1_n40_itr10_WOTL,Torque1,40,10,Without transfer,224.03185112285033,0.723908288888661,10.24531913495621,0.45909227719245016
Torque1_n40_itr10_ONLY,Torque1,40,10,Using only source features,453.32130274275835,0.3363724528021924,14.969616693618486,-0.09450951879282776
Torque1_n40_itr10_WITH,Torque1,40,10,With source features,215.04394980125457,0.7474843296321857,9.905907861862001,0.4807928756221681
Torque1_n40_itr10_RES,Torque1,40,10,Leraning the residuals,453.287494676856,0.33648980842621734,14.968491360862405,-0.09442789181055655
Torque1_n40_itr10_RATE,Torque1,40,10,Learning the rates,438.83054325976485,0.3360487091967184,14.754342102360217,-0.059522691364437774
Torque1_n40_itr10_AffineTrans,Torque1,40,10,Proposed method,217.54932800206825,0.745117406908711,9.997605253919351,0.47474383210187565
Torque1_n40_itr10_AffineTrans2,Torque1,40,10,Proposed method 2,227.73174425756423,0.7189635728699495,10.313728633728507,0.45015916897547636
Torque1_n40_itr10_AffineTrans3,Torque1,40,10,Proposed method 3,214.85716012654794,0.7525179989314776,9.945299206699907,0.48124386496624183
Torque1_n40_itr11_WOTL,Torque1,40,11,Without transfer,121.981373989154,0.8536137275362189,7.710965240644963,0.7054853276500039
Torque1_n40_itr11_ONLY,Torque1,40,11,Using only source features,365.38820280192203,0.5983398431694308,14.06967563196887,0.1177982071399657
Torque1_n40_itr11_WITH,Torque1,40,11,With source features,88.59540754320271,0.8998617482205101,6.4066709613623125,0.786093183155809
Torque1_n40_itr11_RES,Torque1,40,11,Leraning the residuals,365.04525493128534,0.598615995445544,14.062685709710019,0.11862622847183457
Torque1_n40_itr11_RATE,Torque1,40,11,Learning the rates,371.9220300013488,0.5986529683900683,14.198491337112552,0.10202278246732865
Torque1_n40_itr11_AffineTrans,Torque1,40,11,Proposed method,95.61064049376135,0.8889152382992703,6.791087144251473,0.769155441217631
Torque1_n40_itr11_AffineTrans2,Torque1,40,11,Proposed method 2,122.5651006925896,0.8499445882396209,7.793235244800473,0.7040759642924509
Torque1_n40_itr11_AffineTrans3,Torque1,40,11,Proposed method 3,93.96306408837901,0.8878343240459462,6.77940472624184,0.7731333880904536
Torque1_n40_itr12_WOTL,Torque1,40,12,Without transfer,117.80332116526786,0.8548544759791532,7.9546147891300505,0.715572915764868
Torque1_n40_itr12_ONLY,Torque1,40,12,Using only source features,298.2322922664509,0.6096833276872313,12.652273603772766,0.27994100272348266
Torque1_n40_itr12_WITH,Torque1,40,12,With source features,94.08134022724487,0.8951221800787306,6.804794726658556,0.7728478194241424
Torque1_n40_itr12_RES,Torque1,40,12,Leraning the residuals,94.81615542573418,0.8951027857261517,6.769102243256747,0.7710736644827484
Torque1_n40_itr12_RATE,Torque1,40,12,Learning the rates,751.4032756587751,0.4397361548106245,19.088028942052514,-0.8142055815261997
Torque1_n40_itr12_AffineTrans,Torque1,40,12,Proposed method,109.11854391035767,0.8795983145119151,7.332335248576844,0.7365416443831406
Torque1_n40_itr12_AffineTrans2,Torque1,40,12,Proposed method 2,120.03887086824129,0.8604812865261321,7.8957745875438325,0.7101753524585892
Torque1_n40_itr12_AffineTrans3,Torque1,40,12,Proposed method 3,105.25259741825579,0.8814644498540729,7.276796203784912,0.7458756756963576
Torque1_n40_itr13_WOTL,Torque1,40,13,Without transfer,167.0136318842086,0.7782042732681395,8.380612114560275,0.5967583946321664
Torque1_n40_itr13_ONLY,Torque1,40,13,Using only source features,349.0410665863185,0.44505596933864155,13.088486739818748,0.15726711381769598
Torque1_n40_itr13_WITH,Torque1,40,13,With source features,127.44315340172696,0.843127057482252,7.031117963128325,0.6922982801399069
Torque1_n40_itr13_RES,Torque1,40,13,Leraning the residuals,224.44478314450302,0.683602218185547,9.59174290548006,0.4580952844952645
Torque1_n40_itr13_RATE,Torque1,40,13,Learning the rates,396.74133338218445,0.4430414681749663,14.44778605625905,0.04209847792709698
Torque1_n40_itr13_AffineTrans,Torque1,40,13,Proposed method,154.18655226940933,0.8011357441624515,7.584104412852194,0.6277283946118011
Torque1_n40_itr13_AffineTrans2,Torque1,40,13,Proposed method 2,167.130366664972,0.7811409845749361,8.29428586478461,0.5964765474567817
Torque1_n40_itr13_AffineTrans3,Torque1,40,13,Proposed method 3,144.0598924366533,0.8164473863244299,7.604168871638049,0.6521784381316355
Torque1_n40_itr14_WOTL,Torque1,40,14,Without transfer,154.4662731204536,0.7957027955702894,8.373368190473705,0.6270530300696531
Torque1_n40_itr14_ONLY,Torque1,40,14,Using only source features,278.26453502219397,0.5786775831123782,11.915787731595145,0.32815162119773833
Torque1_n40_itr14_WITH,Torque1,40,14,With source features,128.12339531088216,0.8429146624712514,7.305823464094429,0.6906558882202078
Torque1_n40_itr14_RES,Torque1,40,14,Leraning the residuals,165.48459534914485,0.7777381019378783,9.104039489842465,0.6004501360793115
Torque1_n40_itr14_RATE,Torque1,40,14,Learning the rates,306.27844592962276,0.5770731416472327,12.825798183205093,0.26051418178934993
Torque1_n40_itr14_AffineTrans,Torque1,40,14,Proposed method,138.30306508881517,0.8266076850525109,7.805484614203905,0.6660778562532481
Torque1_n40_itr14_AffineTrans2,Torque1,40,14,Proposed method 2,154.12695726007956,0.7965642696271753,8.351504138286291,0.6278722821912934
Torque1_n40_itr14_AffineTrans3,Torque1,40,14,Proposed method 3,137.85861264931603,0.8243402063517645,7.858138247148826,0.667150952581921
Torque1_n40_itr15_WOTL,Torque1,40,15,Without transfer,110.99412692515837,0.8710360869784037,6.784240125100513,0.732013193038443
Torque1_n40_itr15_ONLY,Torque1,40,15,Using only source features,302.93218043480266,0.5335864229539655,12.628096431090007,0.2685934831906497
Torque1_n40_itr15_WITH,Torque1,40,15,With source features,97.97569881628866,0.8995221458144778,6.1488728907009405,0.7634451892818749
Torque1_n40_itr15_RES,Torque1,40,15,Leraning the residuals,112.84969505196722,0.8680115096461235,6.565436841895704,0.727533066105795
Torque1_n40_itr15_RATE,Torque1,40,15,Learning the rates,317.9148109200204,0.5421219469177634,12.87395103865665,0.23241907095057013
Torque1_n40_itr15_AffineTrans,Torque1,40,15,Proposed method,120.2564436435849,0.8695659861128913,6.751584155687024,0.7096500396788831
Torque1_n40_itr15_AffineTrans2,Torque1,40,15,Proposed method 2,119.80743504092105,0.8592745913795424,7.144320322757798,0.7107341365140903
Torque1_n40_itr15_AffineTrans3,Torque1,40,15,Proposed method 3,111.07567062010877,0.8764921189645194,6.6126869652326405,0.7318163120408354
Torque1_n40_itr16_WOTL,Torque1,40,16,Without transfer,215.35058571191925,0.7139545634607941,10.111920089706986,0.48005252673276977
Torque1_n40_itr16_ONLY,Torque1,40,16,Using only source features,335.4600600776388,0.5456508535073956,13.371412347431798,0.19005741246150865
Torque1_n40_itr16_WITH,Torque1,40,16,With source features,169.86212398826737,0.7959406735459975,8.624861707564852,0.5898809289070056
Torque1_n40_itr16_RES,Torque1,40,16,Leraning the residuals,192.66415412610743,0.7686532532560217,9.453679374449267,0.5348271759007653
Torque1_n40_itr16_RATE,Torque1,40,16,Learning the rates,167.02459905582973,0.7832951956899106,8.595364333806911,0.5967319152373951
Torque1_n40_itr16_AffineTrans,Torque1,40,16,Proposed method,211.54251218735652,0.7256621866092281,9.952901325759868,0.48924682820432897
Torque1_n40_itr16_AffineTrans2,Torque1,40,16,Proposed method 2,213.56208655787924,0.7172491665590698,10.04079507014389,0.48437072077440413
Torque1_n40_itr16_AffineTrans3,Torque1,40,16,Proposed method 3,212.87716952943416,0.7235234137581243,10.004792931839747,0.48602440041107864
Torque1_n40_itr17_WOTL,Torque1,40,17,Without transfer,236.9574728073317,0.6668928119631815,10.198996195436083,0.4278843549430785
Torque1_n40_itr17_ONLY,Torque1,40,17,Using only source features,353.02526958312484,0.4314575498204512,13.341717879739111,0.14764756124334444
Torque1_n40_itr17_WITH,Torque1,40,17,With source features,204.25851983879033,0.7347827945867419,9.16683618387438,0.5068334690969671
Torque1_n40_itr17_RES,Torque1,40,17,Leraning the residuals,242.38693684874883,0.6490407394643876,10.757076484686594,0.41477533041826686
Torque1_n40_itr17_RATE,Torque1,40,17,Learning the rates,347.3839534065025,0.43487179109322627,13.17442658384488,0.16126808650098257
Torque1_n40_itr17_AffineTrans,Torque1,40,17,Proposed method,183.77966876059065,0.7658905596057191,8.48451787308241,0.5562780844358354
Torque1_n40_itr17_AffineTrans2,Torque1,40,17,Proposed method 2,209.66114487463125,0.7244655196296844,9.514453098316988,0.4937892452927489
Torque1_n40_itr17_AffineTrans3,Torque1,40,17,Proposed method 3,166.9576142196516,0.792303510848897,8.208334010526926,0.596893644987063
Torque1_n40_itr18_WOTL,Torque1,40,18,Without transfer,154.91344172907952,0.8137588475534713,8.28541615935212,0.6259733757589354
Torque1_n40_itr18_ONLY,Torque1,40,18,Using only source features,331.90540625973483,0.5077929940973063,13.278525871906796,0.19863985148691865
Torque1_n40_itr18_WITH,Torque1,40,18,With source features,131.52574989584022,0.8533572264832229,7.374637732992963,0.682441164012424
Torque1_n40_itr18_RES,Torque1,40,18,Leraning the residuals,133.73699372848827,0.8469295613338165,7.523617478481715,0.6771022853659497
Torque1_n40_itr18_RATE,Torque1,40,18,Learning the rates,160.78200986742334,0.7821931423681988,8.51095715763008,0.6118041680684101
Torque1_n40_itr18_AffineTrans,Torque1,40,18,Proposed method,155.60324318507358,0.8139339196745448,8.276144262420736,0.6243079030465465
Torque1_n40_itr18_AffineTrans2,Torque1,40,18,Proposed method 2,157.2029872811304,0.8106605017340063,8.33715726672244,0.6204454436161755
Torque1_n40_itr18_AffineTrans3,Torque1,40,18,Proposed method 3,141.40161275529817,0.8385187151561688,7.8187680515591,0.6585966505501853
Torque1_n40_itr19_WOTL,Torque1,40,19,Without transfer,93.96712623621767,0.8879828639304668,6.724268435922319,0.7731235803460365
Torque1_n40_itr19_ONLY,Torque1,40,19,Using only source features,278.23278346261486,0.5949911067124065,12.551215623205838,0.32822828290321204
Torque1_n40_itr19_WITH,Torque1,40,19,With source features,81.10201704523861,0.9079248923348737,6.007101695086428,0.804185399820746
Torque1_n40_itr19_RES,Torque1,40,19,Leraning the residuals,277.6369574761463,0.5959099583777061,12.535623282143623,0.329666859051715
Torque1_n40_itr19_RATE,Torque1,40,19,Learning the rates,287.42270313957374,0.5834702993562085,12.619173187656548,0.30603992664791213
Torque1_n40_itr19_AffineTrans,Torque1,40,19,Proposed method,97.4650673677643,0.8852857187411269,6.838961070739156,0.7646780697523565
Torque1_n40_itr19_AffineTrans2,Torque1,40,19,Proposed method 2,94.50611638278855,0.8875764599846815,6.744657905007998,0.7718222299740418
Torque1_n40_itr19_AffineTrans3,Torque1,40,19,Proposed method 3,94.43038030335296,0.8875707788619418,6.741712310739691,0.7720050889293938
Torque2_n40_itr0_WOTL,Torque2,40,0,Without transfer,66.21400028128058,0.8397855538223395,5.871365601633246,0.701740081633112
Torque2_n40_itr0_ONLY,Torque2,40,0,Using only source features,78.74167228287979,0.8077757528532328,6.154284375827881,0.6453093809859486
Torque2_n40_itr0_WITH,Torque2,40,0,With source features,50.551245644286006,0.8838967634333794,4.944810813579016,0.7722927124904158
Torque2_n40_itr0_RES,Torque2,40,0,Leraning the residuals,77.87837289323764,0.8105889567056231,6.1113999802343235,0.6491980994501259
Torque2_n40_itr0_RATE,Torque2,40,0,Learning the rates,81.02235183751021,0.8107605526688418,6.321604167952089,0.6350360959571719
Torque2_n40_itr0_AffineTrans,Torque2,40,0,Proposed method,54.251711104316506,0.8767336464807153,5.190112921331218,0.755624024277355
Torque2_n40_itr0_AffineTrans2,Torque2,40,0,Proposed method 2,66.48599822352921,0.8392082685815181,5.8875465888899905,0.7005148711986658
Torque2_n40_itr0_AffineTrans3,Torque2,40,0,Proposed method 3,55.60240719634502,0.8733182655180669,5.286012384085466,0.7495398350660774
Torque2_n40_itr1_WOTL,Torque2,40,1,Without transfer,59.92226016967728,0.864534476672783,5.266814982935834,0.7300811255830423
Torque2_n40_itr1_ONLY,Torque2,40,1,Using only source features,68.75495894028226,0.8352049371270507,5.843863640838628,0.6902943734899998
Torque2_n40_itr1_WITH,Torque2,40,1,With source features,51.07206968631192,0.8887548698981778,4.657930129399248,0.769946668819919
Torque2_n40_itr1_RES,Torque2,40,1,Leraning the residuals,67.93309289416487,0.8371112499346018,5.830460230304926,0.6939964561127407
Torque2_n40_itr1_RATE,Torque2,40,1,Learning the rates,69.25346185122704,0.837448026992592,5.904549325607958,0.688048875001879
Torque2_n40_itr1_AffineTrans,Torque2,40,1,Proposed method,60.915916790976326,0.8615154356358494,5.204117554855914,0.7256052150279575
Torque2_n40_itr1_AffineTrans2,Torque2,40,1,Proposed method 2,60.32463591312831,0.8635423887468832,5.265695018283621,0.7282686304024959
Torque2_n40_itr1_AffineTrans3,Torque2,40,1,Proposed method 3,62.84442325094303,0.8502391757556299,5.346175307031334,0.7169182881412535
Torque2_n40_itr2_WOTL,Torque2,40,2,Without transfer,58.176258904727796,0.8774003222581089,5.35653029471597,0.7379459607015987
Torque2_n40_itr2_ONLY,Torque2,40,2,Using only source features,66.73709207715325,0.8461947739122838,5.922997023634523,0.6993838229012335
Torque2_n40_itr2_WITH,Torque2,40,2,With source features,46.441885323362484,0.9077810165659765,4.656604190349627,0.790803261145566
Torque2_n40_itr2_RES,Torque2,40,2,Leraning the residuals,66.70459164247936,0.8462910346867126,5.920417384213291,0.6995302205958531
Torque2_n40_itr2_RATE,Torque2,40,2,Learning the rates,66.45197459001125,0.8463856569405773,5.888675112423222,0.7006681301184186
Torque2_n40_itr2_AffineTrans,Torque2,40,2,Proposed method,51.499784114855395,0.8967543374337335,4.935876042759736,0.7680200359326175
Torque2_n40_itr2_AffineTrans2,Torque2,40,2,Proposed method 2,58.63677007280651,0.8772634911874603,5.364925862802671,0.7358715954191097
Torque2_n40_itr2_AffineTrans3,Torque2,40,2,Proposed method 3,56.954865451465686,0.8812668159786683,5.279290561813259,0.7434477082189859
Torque2_n40_itr3_WOTL,Torque2,40,3,Without transfer,73.44657645753392,0.823823684830914,5.770319200663251,0.6691610564911816
Torque2_n40_itr3_ONLY,Torque2,40,3,Using only source features,97.1902022809426,0.7593225513673045,6.779375748178542,0.5622082690181387
Torque2_n40_itr3_WITH,Torque2,40,3,With source features,62.91757857422355,0.8545536940317668,5.201065487230482,0.7165887611430799
Torque2_n40_itr3_RES,Torque2,40,3,Leraning the residuals,76.94461889507912,0.8086022295645532,5.942733702237939,0.6534041795854814
Torque2_n40_itr3_RATE,Torque2,40,3,Learning the rates,103.78977851182334,0.7598538339461789,6.928453947622866,0.532480582131427
Torque2_n40_itr3_AffineTrans,Torque2,40,3,Proposed method,74.53534353329037,0.8200680351150946,5.435536763131246,0.6642567223963349
Torque2_n40_itr3_AffineTrans2,Torque2,40,3,Proposed method 2,75.3521303334246,0.8186723537385929,5.772684896617576,0.6605775191568947
Torque2_n40_itr3_AffineTrans3,Torque2,40,3,Proposed method 3,63.55759358608238,0.8480907629242211,5.154815705429913,0.7137058236316822
Torque2_n40_itr4_WOTL,Torque2,40,4,Without transfer,65.30291403319423,0.8525914964329313,5.63637406931405,0.7058440552463215
Torque2_n40_itr4_ONLY,Torque2,40,4,Using only source features,65.24981499741675,0.8434476952215803,5.641553107827794,0.7060832390142417
Torque2_n40_itr4_WITH,Torque2,40,4,With source features,49.541175936521924,0.8865699765464528,4.737093260831185,0.7768425555342252
Torque2_n40_itr4_RES,Torque2,40,4,Leraning the residuals,57.88352728597105,0.8610158127235857,5.16024624753733,0.7392645656543715
Torque2_n40_itr4_RATE,Torque2,40,4,Learning the rates,59.103874399566884,0.8573238525709731,5.221895914873703,0.7337675313574833
Torque2_n40_itr4_AffineTrans,Torque2,40,4,Proposed method,50.68874417694804,0.884545020591984,4.667802618032109,0.7716733525219328
Torque2_n40_itr4_AffineTrans2,Torque2,40,4,Proposed method 2,76.7584901025318,0.8135978082265031,6.033999325325102,0.654242593791466
Torque2_n40_itr4_AffineTrans3,Torque2,40,4,Proposed method 3,52.120524858920035,0.8801071344414543,4.783386397546542,0.765223919056047
Torque2_n40_itr5_WOTL,Torque2,40,5,Without transfer,71.0620792516856,0.8357343493706039,5.766069165013571,0.6799019864899911
Torque2_n40_itr5_ONLY,Torque2,40,5,Using only source features,113.40949656753504,0.7405093439429213,6.741514453201602,0.48914871410018534
Torque2_n40_itr5_WITH,Torque2,40,5,With source features,69.4096688632178,0.8470373925203663,5.247639268993078,0.6873452429837744
Torque2_n40_itr5_RES,Torque2,40,5,Leraning the residuals,97.51825336131748,0.7784820917506277,6.004194003737996,0.5607305681084045
Torque2_n40_itr5_RATE,Torque2,40,5,Learning the rates,107.32574324703498,0.7490598607358189,6.169535848128822,0.5165528848348997
Torque2_n40_itr5_AffineTrans,Torque2,40,5,Proposed method,72.82277222470425,0.8368359180260811,5.651456111217534,0.6719709728045038
Torque2_n40_itr5_AffineTrans2,Torque2,40,5,Proposed method 2,82.1908770431626,0.7958117879001746,5.744666150631841,0.6297724926260488
Torque2_n40_itr5_AffineTrans3,Torque2,40,5,Proposed method 3,71.59353214736957,0.8397183553170393,5.624725584641876,0.6775080653160825
Torque2_n40_itr6_WOTL,Torque2,40,6,Without transfer,85.21842687454426,0.8133044086425549,6.64531148480079,0.6161349422330261
Torque2_n40_itr6_ONLY,Torque2,40,6,Using only source features,142.06524233933695,0.6563992546714582,8.86272196544841,0.36006935991024946
Torque2_n40_itr6_WITH,Torque2,40,6,With source features,62.955387250631524,0.8612150367242223,5.463283881218664,0.7164184525574169
Torque2_n40_itr6_RES,Torque2,40,6,Leraning the residuals,136.25900454635402,0.6703722631274596,8.650163356250875,0.38622346633483007
Torque2_n40_itr6_RATE,Torque2,40,6,Learning the rates,139.98023506860793,0.6567968721182722,8.809698998452484,0.36946124222698373
Torque2_n40_itr6_AffineTrans,Torque2,40,6,Proposed method,58.71774227226436,0.8671380604443031,5.265909582558391,0.7355068574256689
Torque2_n40_itr6_AffineTrans2,Torque2,40,6,Proposed method 2,153.76930964552426,0.6247674704904534,9.085887554030364,0.30734857360411083
Torque2_n40_itr6_AffineTrans3,Torque2,40,6,Proposed method 3,62.62111427986978,0.8553166291129333,5.489433423019138,0.717924179874119
Torque2_n40_itr7_WOTL,Torque2,40,7,Without transfer,75.70410649567889,0.8616948146445031,6.377647319367249,0.6589920480937494
Torque2_n40_itr7_ONLY,Torque2,40,7,Using only source features,121.80634186467285,0.7242400668370104,7.880884563444198,0.45132525709374094
Torque2_n40_itr7_WITH,Torque2,40,7,With source features,60.11891773032116,0.8896811953418886,5.346569293686462,0.7291952847074766
Torque2_n40_itr7_RES,Torque2,40,7,Leraning the residuals,121.79612249198256,0.724286555273761,7.880516246220861,0.4513712900966017
Torque2_n40_itr7_RATE,Torque2,40,7,Learning the rates,120.08712915870169,0.725001351441784,7.852209277532852,0.459069423571525
Torque2_n40_itr7_AffineTrans,Torque2,40,7,Proposed method,64.84955195796097,0.8810710520608486,5.780746409514327,0.7078862175530134
Torque2_n40_itr7_AffineTrans2,Torque2,40,7,Proposed method 2,86.75799606476247,0.8008557454207634,7.052134530939155,0.6091999771343464
Torque2_n40_itr7_AffineTrans3,Torque2,40,7,Proposed method 3,119.25998263482334,0.7275709884369529,7.8140968467219665,0.462795292022931
Torque2_n40_itr8_WOTL,Torque2,40,8,Without transfer,72.4462625990352,0.8389493130693396,5.601111718965005,0.6736669544660763
Torque2_n40_itr8_ONLY,Torque2,40,8,Using only source features,121.65914715775072,0.6739037268482015,7.628177576961164,0.4519882933260201
Torque2_n40_itr8_WITH,Torque2,40,8,With source features,61.10523240302608,0.8705911794057587,4.7308563580424545,0.7247524458438624
